date,open,high,low,close,volume
2022-06-01 00:00:00,39785000.0,39848000.0,39765000.0,39822000.0,30.10827955
2022-06-01 00:05:00,39823000.0,39845000.0,39605000.0,39716000.0,33.3242378
2022-06-01 00:10:00,39716000.0,39789000.0,39652000.0,39681000.0,39.30507848
2022-06-01 00:15:00,39681000.0,39764000.0,39661000.0,39724000.0,27.28966817
2022-06-01 00:20:00,39724000.0,39789000.0,39679000.0,39680000.0,30.74491301
2022-06-01 00:25:00,39680000.0,39834000.0,39661000.0,39787000.0,40.60191494
2022-06-01 00:30:00,39786000.0,39799000.0,39674000.0,39706000.0,29.33558196
2022-06-01 00:35:00,39710000.0,39784000.0,39668000.0,39753000.0,21.50165674
2022-06-01 00:40:00,39753000.0,39898000.0,39753000.0,39850000.0,26.47282344
2022-06-01 00:45:00,39851000.0,39982000.0,39851000.0,39980000.0,36.13273278
2022-06-01 00:50:00,39980000.0,40377000.0,39977000.0,40377000.0,111.70447109
2022-06-01 00:55:00,40371000.0,40390000.0,40180000.0,40210000.0,75.31723045
2022-06-01 01:00:00,40210000.0,40324000.0,40167000.0,40279000.0,209.43558522
2022-06-01 01:05:00,40251000.0,40339000.0,40203000.0,40258000.0,23.78772236
2022-06-01 01:10:00,40258000.0,40340000.0,40006000.0,40007000.0,51.2942787
2022-06-01 01:15:00,40006000.0,40141000.0,39980000.0,40024000.0,33.46289646
2022-06-01 01:20:00,40024000.0,40174000.0,40001000.0,40174000.0,22.29199445
2022-06-01 01:25:00,40174000.0,40320000.0,40174000.0,40286000.0,17.06248711
2022-06-01 01:30:00,40299000.0,40329000.0,40133000.0,40329000.0,17.66642141
2022-06-01 01:35:00,40330000.0,40340000.0,40242000.0,40320000.0,25.79090615
2022-06-01 01:40:00,40320000.0,40600000.0,40304000.0,40514000.0,74.69762706
2022-06-01 01:45:00,40514000.0,40545000.0,40416000.0,40459000.0,31.03596597
2022-06-01 01:50:00,40459000.0,40476000.0,40425000.0,40450000.0,23.99467432
2022-06-01 01:55:00,40460000.0,40502000.0,40275000.0,40300000.0,65.58510302
2022-06-01 02:00:00,40299000.0,40300000.0,40224000.0,40252000.0,32.05533952
2022-06-01 02:05:00,40260000.0,40300000.0,40233000.0,40300000.0,24.50155079
2022-06-01 02:10:00,40298000.0,40300000.0,40260000.0,40264000.0,10.49701912
2022-06-01 02:15:00,40274000.0,40280000.0,40106000.0,40159000.0,22.48531935
2022-06-01 02:20:00,40149000.0,40158000.0,40050000.0,40104000.0,13.32161124
2022-06-01 02:25:00,40124000.0,40170000.0,40104000.0,40153000.0,13.40365996
2022-06-01 02:30:00,40153000.0,40230000.0,40100000.0,40230000.0,10.99040679
2022-06-01 02:35:00,40200000.0,40274000.0,40101000.0,40143000.0,10.00199955
2022-06-01 02:40:00,40143000.0,40219000.0,40122000.0,40158000.0,5.07738175
2022-06-01 02:45:00,40158000.0,40244000.0,40126000.0,40200000.0,18.43361463
2022-06-01 02:50:00,40200000.0,40298000.0,40200000.0,40235000.0,9.51420465
2022-06-01 02:55:00,40235000.0,40300000.0,40227000.0,40285000.0,11.3408603
2022-06-01 03:00:00,40285000.0,40294000.0,40222000.0,40225000.0,17.81308509
2022-06-01 03:05:00,40222000.0,40250000.0,40160000.0,40250000.0,12.43342549
2022-06-01 03:10:00,40250000.0,40250000.0,40208000.0,40250000.0,7.89892782
2022-06-01 03:15:00,40250000.0,40250000.0,40212000.0,40222000.0,3.19192856
2022-06-01 03:20:00,40225000.0,40250000.0,40154000.0,40211000.0,4.30571519
2022-06-01 03:25:00,40205000.0,40231000.0,40143000.0,40210000.0,3.50738178
2022-06-01 03:30:00,40210000.0,40220000.0,40140000.0,40168000.0,2.48060502
2022-06-01 03:35:00,40172000.0,40172000.0,40113000.0,40133000.0,4.37862329
2022-06-01 03:40:00,40116000.0,40133000.0,39861000.0,39917000.0,25.96409638
2022-06-01 03:45:00,39918000.0,39979000.0,39866000.0,39910000.0,11.10024243
2022-06-01 03:50:00,39945000.0,39950000.0,39800000.0,39833000.0,17.33311219
2022-06-01 03:55:00,39833000.0,39835000.0,39713000.0,39811000.0,19.49927795
2022-06-01 04:00:00,39800000.0,39811000.0,39696000.0,39801000.0,13.57580282
2022-06-01 04:05:00,39801000.0,39823000.0,39738000.0,39823000.0,5.43402911
2022-06-01 04:10:00,39823000.0,39855000.0,39738000.0,39830000.0,7.273213
2022-06-01 04:15:00,39830000.0,39930000.0,39813000.0,39858000.0,10.36871781
2022-06-01 04:20:00,39858000.0,39915000.0,39785000.0,39787000.0,7.25977748
2022-06-01 04:25:00,39787000.0,39882000.0,39767000.0,39866000.0,6.25529619
2022-06-01 04:30:00,39866000.0,39926000.0,39829000.0,39880000.0,14.17768847
2022-06-01 04:35:00,39880000.0,39897000.0,39786000.0,39836000.0,7.32358181
2022-06-01 04:40:00,39790000.0,39870000.0,39717000.0,39720000.0,8.52647814
2022-06-01 04:45:00,39773000.0,39794000.0,39711000.0,39731000.0,3.88794672
2022-06-01 04:50:00,39731000.0,39795000.0,39707000.0,39711000.0,4.07282049
2022-06-01 04:55:00,39711000.0,39795000.0,39662000.0,39744000.0,14.72504678
2022-06-01 05:00:00,39743000.0,39795000.0,39716000.0,39767000.0,2.0356253
2022-06-01 05:05:00,39767000.0,39794000.0,39680000.0,39730000.0,7.3781805
2022-06-01 05:10:00,39730000.0,39851000.0,39681000.0,39849000.0,2.6001227
2022-06-01 05:15:00,39849000.0,39855000.0,39784000.0,39786000.0,4.60052456
2022-06-01 05:20:00,39816000.0,39820000.0,39782000.0,39820000.0,5.00505927
2022-06-01 05:25:00,39837000.0,39854000.0,39808000.0,39809000.0,3.42498092
2022-06-01 05:30:00,39850000.0,39850000.0,39789000.0,39835000.0,5.35121389
2022-06-01 05:35:00,39835000.0,39850000.0,39800000.0,39850000.0,2.19657499
2022-06-01 05:40:00,39848000.0,39850000.0,39789000.0,39837000.0,4.52226285
2022-06-01 05:45:00,39837000.0,39837000.0,39741000.0,39803000.0,4.4464583
2022-06-01 05:50:00,39808000.0,39840000.0,39805000.0,39840000.0,4.51295838
2022-06-01 05:55:00,39840000.0,39890000.0,39838000.0,39887000.0,3.87366433
2022-06-01 06:00:00,39881000.0,39959000.0,39881000.0,39914000.0,5.03003232
2022-06-01 06:05:00,39902000.0,39942000.0,39852000.0,39852000.0,4.69043407
2022-06-01 06:10:00,39861000.0,39861000.0,39821000.0,39852000.0,4.66670959
2022-06-01 06:15:00,39852000.0,39886000.0,39852000.0,39870000.0,1.93139739
2022-06-01 06:20:00,39877000.0,39934000.0,39863000.0,39917000.0,3.12084426
2022-06-01 06:25:00,39917000.0,39917000.0,39833000.0,39847000.0,3.45418774
2022-06-01 06:30:00,39847000.0,39885000.0,39838000.0,39885000.0,3.00502613
2022-06-01 06:35:00,39890000.0,39965000.0,39876000.0,39961000.0,4.74070072
2022-06-01 06:40:00,39962000.0,39991000.0,39838000.0,39898000.0,8.38696374
2022-06-01 06:45:00,39898000.0,39909000.0,39844000.0,39907000.0,5.47868202
2022-06-01 06:50:00,39908000.0,39935000.0,39751000.0,39774000.0,9.55539761
2022-06-01 06:55:00,39774000.0,39853000.0,39755000.0,39835000.0,4.52753537
2022-06-01 07:00:00,39835000.0,39835000.0,39800000.0,39835000.0,4.25674185
2022-06-01 07:05:00,39835000.0,39900000.0,39819000.0,39858000.0,5.39332824
2022-06-01 07:10:00,39858000.0,39896000.0,39796000.0,39797000.0,8.82555059
2022-06-01 07:15:00,39802000.0,39848000.0,39789000.0,39811000.0,3.94120367
2022-06-01 07:20:00,39811000.0,39845000.0,39807000.0,39843000.0,5.08008634
2022-06-01 07:25:00,39843000.0,39959000.0,39834000.0,39920000.0,7.16179332
2022-06-01 07:30:00,39917000.0,39924000.0,39917000.0,39921000.0,3.55849508
2022-06-01 07:35:00,39922000.0,39947000.0,39921000.0,39947000.0,4.17649557
2022-06-01 07:40:00,39922000.0,39968000.0,39921000.0,39954000.0,4.93145573
2022-06-01 07:45:00,39953000.0,39968000.0,39953000.0,39958000.0,4.45427598
2022-06-01 07:50:00,39958000.0,39958000.0,39893000.0,39902000.0,7.09363618
2022-06-01 07:55:00,39902000.0,39953000.0,39892000.0,39952000.0,6.18502233
2022-06-01 08:00:00,39952000.0,39967000.0,39942000.0,39967000.0,5.9749864
2022-06-01 08:05:00,39967000.0,39979000.0,39960000.0,39962000.0,7.79821631
2022-06-01 08:10:00,39962000.0,39962000.0,39932000.0,39934000.0,6.92775087
2022-06-01 08:15:00,39932000.0,39934000.0,39900000.0,39926000.0,6.43898977
2022-06-01 08:20:00,39926000.0,39986000.0,39908000.0,39973000.0,6.72020592
2022-06-01 08:25:00,39954000.0,40000000.0,39954000.0,39995000.0,10.10206052
2022-06-01 08:30:00,40000000.0,40030000.0,39983000.0,39983000.0,13.94606233
2022-06-01 08:35:00,39982000.0,40020000.0,39982000.0,40000000.0,12.72113507
2022-06-01 08:40:00,40001000.0,40020000.0,39970000.0,39972000.0,14.41086352
2022-06-01 08:45:00,39971000.0,39971000.0,39953000.0,39970000.0,7.55194669
2022-06-01 08:50:00,39970000.0,40000000.0,39953000.0,39958000.0,9.02015192
2022-06-01 08:55:00,39958000.0,39960000.0,39877000.0,39923000.0,15.90566371
2022-06-01 09:00:00,39927000.0,39997000.0,39923000.0,39982000.0,13.93016097
2022-06-01 09:05:00,39992000.0,40023000.0,39957000.0,39965000.0,22.26473406
2022-06-01 09:10:00,39957000.0,39965000.0,39820000.0,39859000.0,31.5229853
2022-06-01 09:15:00,39859000.0,39989000.0,39833000.0,39966000.0,12.77924399
2022-06-01 09:20:00,39962000.0,39973000.0,39800000.0,39845000.0,38.93341699
2022-06-01 09:25:00,39860000.0,39985000.0,39846000.0,39966000.0,12.45632725
2022-06-01 09:30:00,39928000.0,39990000.0,39891000.0,39985000.0,21.1558596
2022-06-01 09:35:00,39986000.0,40000000.0,39877000.0,39975000.0,43.66029903
2022-06-01 09:40:00,39925000.0,40025000.0,39800000.0,39995000.0,102.38027264
2022-06-01 09:45:00,40000000.0,40031000.0,39940000.0,39946000.0,29.50335824
2022-06-01 09:50:00,39946000.0,40094000.0,39926000.0,40071000.0,29.9613887
2022-06-01 09:55:00,40070000.0,40150000.0,40045000.0,40094000.0,30.49136837
2022-06-01 10:00:00,40103000.0,40113000.0,40000000.0,40001000.0,20.89019046
2022-06-01 10:05:00,40045000.0,40091000.0,40005000.0,40033000.0,15.65745976
2022-06-01 10:10:00,40033000.0,40113000.0,40033000.0,40113000.0,24.68154514
2022-06-01 10:15:00,40113000.0,40133000.0,40049000.0,40086000.0,23.7053196
2022-06-01 10:20:00,40133000.0,40133000.0,39990000.0,40020000.0,28.00883807
2022-06-01 10:25:00,40020000.0,40062000.0,40003000.0,40062000.0,6.24587352
2022-06-01 10:30:00,40062000.0,40130000.0,40060000.0,40129000.0,8.92608585
2022-06-01 10:35:00,40129000.0,40129000.0,40022000.0,40090000.0,6.40461341
2022-06-01 10:40:00,40091000.0,40100000.0,40039000.0,40039000.0,13.07173031
2022-06-01 10:45:00,40040000.0,40065000.0,40015000.0,40038000.0,9.97221762
2022-06-01 10:50:00,40018000.0,40075000.0,40017000.0,40045000.0,10.1579726
2022-06-01 10:55:00,40045000.0,40087000.0,40045000.0,40081000.0,5.39472108
2022-06-01 11:00:00,40078000.0,40100000.0,40066000.0,40086000.0,5.98707986
2022-06-01 11:05:00,40070000.0,40128000.0,40069000.0,40114000.0,6.98155465
2022-06-01 11:10:00,40113000.0,40114000.0,40033000.0,40046000.0,11.93925091
2022-06-01 11:15:00,40070000.0,40070000.0,39959000.0,39983000.0,23.8587873
2022-06-01 11:20:00,39984000.0,40001000.0,39890000.0,39897000.0,25.53039275
2022-06-01 11:25:00,39897000.0,39943000.0,39835000.0,39919000.0,25.93428397
2022-06-01 11:30:00,39934000.0,39956000.0,39907000.0,39945000.0,6.65103289
2022-06-01 11:35:00,39945000.0,39978000.0,39925000.0,39974000.0,8.76543743
2022-06-01 11:40:00,39974000.0,39991000.0,39906000.0,39974000.0,9.44332021
2022-06-01 11:45:00,39995000.0,39999000.0,39950000.0,39956000.0,11.02810033
2022-06-01 11:50:00,39952000.0,39977000.0,39900000.0,39908000.0,10.06551097
2022-06-01 11:55:00,39908000.0,40000000.0,39900000.0,39977000.0,6.83158926
2022-06-01 12:00:00,39977000.0,39998000.0,39911000.0,39916000.0,8.59596155
2022-06-01 12:05:00,39916000.0,39948000.0,39900000.0,39903000.0,11.58925817
2022-06-01 12:10:00,39903000.0,39937000.0,39874000.0,39875000.0,12.42454797
2022-06-01 12:15:00,39875000.0,39931000.0,39843000.0,39843000.0,21.2020336
2022-06-01 12:20:00,39843000.0,39886000.0,39837000.0,39883000.0,19.85510301
2022-06-01 12:25:00,39886000.0,39946000.0,39886000.0,39930000.0,9.61665085
2022-06-01 12:30:00,39901000.0,39913000.0,39832000.0,39861000.0,10.66000671
2022-06-01 12:35:00,39859000.0,39881000.0,39834000.0,39843000.0,7.56557349
2022-06-01 12:40:00,39843000.0,39855000.0,39826000.0,39841000.0,9.21560294
2022-06-01 12:45:00,39841000.0,39843000.0,39791000.0,39797000.0,12.95672915
2022-06-01 12:50:00,39797000.0,39798000.0,39755000.0,39759000.0,8.93923464
2022-06-01 12:55:00,39759000.0,39801000.0,39744000.0,39770000.0,16.64572406
2022-06-01 13:00:00,39767000.0,39830000.0,39758000.0,39759000.0,10.32409627
2022-06-01 13:05:00,39760000.0,39789000.0,39600000.0,39600000.0,33.25999512
2022-06-01 13:10:00,39600000.0,39613000.0,39514000.0,39600000.0,45.22322602
2022-06-01 13:15:00,39601000.0,39685000.0,39599000.0,39664000.0,20.8591679
2022-06-01 13:20:00,39630000.0,39663000.0,39614000.0,39648000.0,16.33130905
2022-06-01 13:25:00,39648000.0,39663000.0,39616000.0,39627000.0,12.04349039
2022-06-01 13:30:00,39620000.0,39766000.0,39618000.0,39734000.0,15.5565444
2022-06-01 13:35:00,39734000.0,39747000.0,39708000.0,39725000.0,13.65609042
2022-06-01 13:40:00,39725000.0,39742000.0,39677000.0,39686000.0,11.19481461
2022-06-01 13:45:00,39675000.0,39742000.0,39674000.0,39740000.0,8.67234227
2022-06-01 13:50:00,39740000.0,39790000.0,39723000.0,39763000.0,14.15576112
2022-06-01 13:55:00,39763000.0,39763000.0,39722000.0,39755000.0,8.23049159
2022-06-01 14:00:00,39742000.0,39755000.0,39687000.0,39702000.0,6.65408208
2022-06-01 14:05:00,39698000.0,39760000.0,39698000.0,39723000.0,4.12728665
2022-06-01 14:10:00,39717000.0,39743000.0,39690000.0,39708000.0,5.93518701
2022-06-01 14:15:00,39690000.0,39756000.0,39690000.0,39745000.0,5.83539247
