timestamp,date_kst,open,high,low,close,volume
1704035099896,2024-01-01T00:00:00,56918000.0,57022000.0,56901000.0,56988000.0,11.11276831
1704035399836,2024-01-01T00:05:00,56999000.0,57076000.0,56988000.0,57076000.0,12.58516273
1704035698528,2024-01-01T00:10:00,57063000.0,57076000.0,57022000.0,57075000.0,5.95392994
1704035999952,2024-01-01T00:15:00,57075000.0,57075000.0,57020000.0,57023000.0,6.19347429
1704036299314,2024-01-01T00:20:00,57021000.0,57055000.0,57010000.0,57010000.0,5.90708484
1704036599896,2024-01-01T00:25:00,57010000.0,57028000.0,56915000.0,56915000.0,13.42409072
1704036897961,2024-01-01T00:30:00,56915000.0,56921000.0,56831000.0,56833000.0,18.43527123
1704037195380,2024-01-01T00:35:00,56833000.0,56981000.0,56830000.0,56964000.0,6.15626372
1704037498505,2024-01-01T00:40:00,56976000.0,57000000.0,56943000.0,56990000.0,5.35033324
1704037799272,2024-01-01T00:45:00,56992000.0,57007000.0,56931000.0,56947000.0,5.64709572
1704038098982,2024-01-01T00:50:00,56947000.0,57007000.0,56931000.0,56931000.0,5.36098332
1704038397943,2024-01-01T00:55:00,56945000.0,56945000.0,56920000.0,56926000.0,4.12964786
1704038698574,2024-01-01T01:00:00,56926000.0,56997000.0,56922000.0,56981000.0,4.45939487
1704038996320,2024-01-01T01:05:00,56981000.0,56981000.0,56922000.0,56979000.0,5.738327
1704039298282,2024-01-01T01:10:00,56965000.0,57017000.0,56930000.0,57005000.0,10.15482859
1704039600003,2024-01-01T01:15:00,57017000.0,57023000.0,56950000.0,56951000.0,7.84440801
1704039897466,2024-01-01T01:20:00,56950000.0,57038000.0,56950000.0,57035000.0,6.86650073
1704040198051,2024-01-01T01:25:00,57038000.0,57038000.0,57000000.0,57002000.0,4.02346931
1704040499705,2024-01-01T01:30:00,57020000.0,57033000.0,56998000.0,57033000.0,6.99746899
1704040794676,2024-01-01T01:35:00,57033000.0,57038000.0,56998000.0,57033000.0,4.52250935
1704041098767,2024-01-01T01:40:00,57033000.0,57086000.0,57023000.0,57085000.0,9.15363978
1704041398909,2024-01-01T01:45:00,57085000.0,57132000.0,57085000.0,57132000.0,6.94977582
1704041695072,2024-01-01T01:50:00,57132000.0,57134000.0,57063000.0,57069000.0,4.66601346
1704041995432,2024-01-01T01:55:00,57069000.0,57069000.0,56999000.0,57001000.0,3.11436937
1704056699729,2024-01-01T06:00:00,57040000.0,57140000.0,57000000.0,57137000.0,7.42317328
1704056999288,2024-01-01T06:05:00,57137000.0,57200000.0,57072000.0,57114000.0,18.43133662
1704057293826,2024-01-01T06:10:00,57199000.0,57200000.0,57113000.0,57113000.0,6.80357845
1704057599705,2024-01-01T06:15:00,57114000.0,57200000.0,57113000.0,57200000.0,8.14612166
1704057896956,2024-01-01T06:20:00,57199000.0,57200000.0,57195000.0,57200000.0,6.13504792
1704058199725,2024-01-01T06:25:00,57198000.0,57203000.0,57198000.0,57203000.0,6.47130647
1704058499027,2024-01-01T06:30:00,57201000.0,57203000.0,57113000.0,57176000.0,6.59047738
1704058797474,2024-01-01T06:35:00,57141000.0,57175000.0,57109000.0,57158000.0,5.26035998
1704059098883,2024-01-01T06:40:00,57158000.0,57175000.0,57111000.0,57114000.0,2.92782867
1704059397160,2024-01-01T06:45:00,57114000.0,57169000.0,57098000.0,57131000.0,5.1043991
1704059696289,2024-01-01T06:50:00,57130000.0,57151000.0,57083000.0,57137000.0,6.84116411
1704059999019,2024-01-01T06:55:00,57128000.0,57151000.0,57080000.0,57142000.0,4.57519191
1704060299277,2024-01-01T07:00:00,57140000.0,57168000.0,57128000.0,57168000.0,7.69253231
1704060596430,2024-01-01T07:05:00,57159000.0,57207000.0,57149000.0,57205000.0,10.27025311
1704060889167,2024-01-01T07:10:00,57207000.0,57210000.0,57168000.0,57193000.0,5.56978637
1704061199605,2024-01-01T07:15:00,57193000.0,57194000.0,57110000.0,57116000.0,10.15096274
1704061498108,2024-01-01T07:20:00,57140000.0,57200000.0,57116000.0,57198000.0,8.92929028
1704061798866,2024-01-01T07:25:00,57199000.0,57242000.0,57177000.0,57240000.0,9.83207782
1704062098980,2024-01-01T07:30:00,57242000.0,57250000.0,57201000.0,57240000.0,6.83087033
1704062399048,2024-01-01T07:35:00,57240000.0,57279000.0,57159000.0,57277000.0,16.46256796
1704062699972,2024-01-01T07:40:00,57277000.0,57336000.0,57212000.0,57311000.0,30.6799895
1704062999850,2024-01-01T07:45:00,57211000.0,57311000.0,57204000.0,57218000.0,20.00457921
1704063300007,2024-01-01T07:50:00,57288000.0,57290000.0,57040000.0,57210000.0,74.12316344
1704063599929,2024-01-01T07:55:00,57210000.0,57256000.0,57139000.0,57160000.0,26.77647802
1704063899443,2024-01-01T08:00:00,57160000.0,57208000.0,57100000.0,57148000.0,16.63228428
1704064198373,2024-01-01T08:05:00,57146000.0,57148000.0,57079000.0,57116000.0,11.11414879
1704064499890,2024-01-01T08:10:00,57080000.0,57114000.0,57046000.0,57047000.0,11.94899832
1704064797015,2024-01-01T08:15:00,57046000.0,57047000.0,56975000.0,56975000.0,19.83133734
1704065098702,2024-01-01T08:20:00,56978000.0,56978000.0,56922000.0,56968000.0,11.69234856
1704065400005,2024-01-01T08:25:00,56968000.0,57012000.0,56952000.0,56996000.0,10.38996208
1704065699916,2024-01-01T08:30:00,56997000.0,57070000.0,56989000.0,57070000.0,7.0792378
1704065999377,2024-01-01T08:35:00,57070000.0,57096000.0,57052000.0,57070000.0,6.47315817
1704066297986,2024-01-01T08:40:00,57069000.0,57097000.0,57054000.0,57072000.0,5.62296279
1704066599944,2024-01-01T08:45:00,57072000.0,57094000.0,57040000.0,57080000.0,8.52477681
1704066896376,2024-01-01T08:50:00,57081000.0,57094000.0,57002000.0,57018000.0,8.57219369
1704067199664,2024-01-01T08:55:00,57018000.0,57054000.0,57005000.0,57047000.0,13.17902324
1704067499322,2024-01-01T09:00:00,57045000.0,57183000.0,57045000.0,57177000.0,15.02916097
1704067797865,2024-01-01T09:05:00,57178000.0,57195000.0,57177000.0,57188000.0,14.86067115
1704068098705,2024-01-01T09:10:00,57191000.0,57289000.0,57186000.0,57289000.0,16.47844328
1704068398779,2024-01-01T09:15:00,57290000.0,57344000.0,57241000.0,57312000.0,27.44039167
1704068699372,2024-01-01T09:20:00,57309000.0,57309000.0,57246000.0,57278000.0,11.18516338
1704068998004,2024-01-01T09:25:00,57265000.0,57279000.0,57255000.0,57262000.0,11.34282359
1704069300003,2024-01-01T09:30:00,57262000.0,57279000.0,57100000.0,57140000.0,19.3712935
1704069595482,2024-01-01T09:35:00,57141000.0,57253000.0,57126000.0,57253000.0,11.90368756
1704069899535,2024-01-01T09:40:00,57252000.0,57273000.0,57188000.0,57208000.0,15.95692833
1704070198233,2024-01-01T09:45:00,57221000.0,57273000.0,57218000.0,57247000.0,6.33799647
1704070498725,2024-01-01T09:50:00,57247000.0,57247000.0,57221000.0,57224000.0,4.08428589
1704070799273,2024-01-01T09:55:00,57224000.0,57246000.0,57220000.0,57239000.0,8.51078099
1704071099464,2024-01-01T10:00:00,57244000.0,57244000.0,57202000.0,57206000.0,4.49553387
1704071395513,2024-01-01T10:05:00,57210000.0,57210000.0,57153000.0,57160000.0,8.97682506
1704071699490,2024-01-01T10:10:00,57160000.0,57170000.0,57126000.0,57155000.0,11.78910238
1704071999043,2024-01-01T10:15:00,57155000.0,57167000.0,57138000.0,57163000.0,6.04496362
1704072298843,2024-01-01T10:20:00,57163000.0,57215000.0,57150000.0,57183000.0,9.30913294
1704072592474,2024-01-01T10:25:00,57184000.0,57200000.0,57160000.0,57172000.0,5.98921995
1704072899793,2024-01-01T10:30:00,57171000.0,57237000.0,57160000.0,57236000.0,9.51048838
1704073198384,2024-01-01T10:35:00,57236000.0,57439000.0,57236000.0,57346000.0,33.54121483
1704073498612,2024-01-01T10:40:00,57345000.0,57402000.0,57345000.0,57372000.0,16.31175398
1704073797716,2024-01-01T10:45:00,57371000.0,57372000.0,57238000.0,57292000.0,22.24876942
1704074099738,2024-01-01T10:50:00,57310000.0,57344000.0,57294000.0,57344000.0,6.53792208
1704074396181,2024-01-01T10:55:00,57344000.0,57344000.0,57300000.0,57332000.0,7.34305303
1704074696012,2024-01-01T11:00:00,57310000.0,57332000.0,57223000.0,57268000.0,6.76954239
1704074998191,2024-01-01T11:05:00,57260000.0,57284000.0,57210000.0,57232000.0,5.73207352
